tweet_date,count,mean,std,min,25%,50%,75%,max,Negative,Neutral,Positive
2022-02-24,146675.0,-0.13183814624168244,0.43149783061783736,-0.9884,-0.4939,0.0,0.0772,0.986,0.4455428668825635,0.29236747912050454,0.262089653996932
2022-02-25,242995.0,-0.08716708821167132,0.45067460090778677,-0.9892,-0.4767,0.0,0.296,0.9836,0.4204942488528571,0.2571452087491512,0.3223605423979917
2022-02-26,271305.0,-0.05880633788537605,0.4589025809096486,-0.996,-0.4404,0.0,0.296,0.9813,0.3984224396896482,0.2526602900794309,0.3489172702309209
2022-02-27,289794.0,-0.06392764135901818,0.45737602841702196,-0.996,-0.4215,0.0,0.296,0.9826,0.4030690766544511,0.256927334589398,0.34000358875615094
2022-02-28,241613.0,-0.10912917268522611,0.4522423769154587,-0.996,-0.5423,0.0,0.1531,0.9914,0.4516685774358168,0.2678001597596156,0.28053126280456764
2022-03-01,253648.0,-0.13064113929538268,0.4735970372361415,-0.9928,-0.5423,0.0,0.1779,0.9836,0.48737620639626567,0.22869488424903803,0.2839289093546963
2022-03-02,274540.0,-0.1255815127121901,0.46640668758039666,-0.9894,-0.5423,0.0,0.1531,0.9869,0.47025934290085236,0.2485794419756684,0.28116121512347925
2022-03-03,258637.0,-0.14166881923319086,0.48267094304727254,-0.9861,-0.5719,0.0,0.1139,0.9836,0.4782301062879634,0.24503068006511056,0.276739213646926
2022-03-04,336626.0,-0.2555451034680522,0.5080582908893949,-0.993,-0.7906,-0.3182,0.0,0.9774,0.5751427400141403,0.19438486629077967,0.23047239369508
2022-03-05,369182.0,-0.12988724666967214,0.4889495886588484,-0.9878,-0.5574,0.0,0.1531,0.9864,0.47876927910894895,0.23450222383539826,0.2867284970556528
2022-03-06,396252.0,-0.18390028037705675,0.4786929939353203,-0.9914,-0.5994,-0.0258,0.0772,0.9836,0.5034876795574533,0.23071176927813614,0.26580055116441054
2022-03-07,402680.0,-0.10854505761399236,0.46516334917689345,-0.9889,-0.5423,0.0,0.1531,0.9836,0.4240165888546737,0.2925747491804907,0.2834086619648356
2022-03-08,353643.0,-0.07193439740075956,0.4885876940490793,-0.9948,-0.5106,0.0,0.34,0.9858,0.4155942574856564,0.25631498432034566,0.3280907581939979
2022-03-09,317359.0,-0.13464037320510897,0.47413611690765933,-0.9944,-0.5574,0.0,0.128,0.9836,0.4645559130196402,0.2559719434457507,0.2794721435346091
2022-03-10,303769.0,-0.13001459200907117,0.47217522592182953,-0.9973,-0.5423,0.0,0.0772,0.9875,0.4542234395214785,0.2799396910152122,0.2658368694633093
2022-03-11,279541.0,-0.13126322113746305,0.4805561221939009,-0.9988,-0.5719,0.0,0.1695,0.9837,0.4759158763830708,0.23738914864009214,0.28669497497683705
2022-03-12,270882.0,-0.10614325610413279,0.4804823163295218,-0.9882,-0.5423,0.0,0.2732,0.9836,0.4406051343389373,0.24068782717197895,0.3187070384890838
2022-03-13,307415.0,-0.16141758860171893,0.49130712978767455,-0.9877,-0.5994,0.0,0.1531,0.9862,0.4911926874095278,0.22777678382642355,0.2810305287640486
2022-03-14,282420.0,-0.10643736775012416,0.49013757217323833,-0.9974,-0.5423,0.0,0.296,0.9899,0.45758090786771477,0.22685008143899157,0.3155690106932937
2022-03-15,323413.0,-0.09324181681000564,0.4789283548791304,-0.9974,-0.5267,0.0,0.2732,0.9983,0.45505901123331466,0.2237726993039859,0.3211682894626994
2022-03-16,288284.0,-0.10791200933799686,0.4910175271226526,-0.9963,-0.5423,0.0,0.2732,0.9899,0.46411871626590445,0.23187551164823578,0.30400577208585977
2022-03-17,313264.0,-0.07606077014913339,0.4903306341056605,-0.9927,-0.5106,0.0,0.34,0.9868,0.4310613412329537,0.2357851524592676,0.33315350630777874
2022-03-18,332819.0,-0.09660775136037397,0.5028371482158256,-0.9948,-0.5859,0.0,0.3612,0.979,0.46045448126459126,0.19605250902142005,0.34349300971398866
2022-03-19,319824.0,-0.11752531235929599,0.48810221626647926,-0.9887,-0.5574,0.0,0.2263,0.9803,0.45969345640102055,0.23294999749862424,0.3073565461003552
2022-03-20,307796.0,-0.165570036972483,0.477695657773447,-0.9921,-0.5859,-0.0516,0.0516,0.981,0.5063743518434287,0.23496406710938414,0.2586615810471871
2022-03-21,345589.0,-0.1736011279293481,0.4896179579087852,-0.9921,-0.5994,-0.1027,0.0772,0.9871,0.5232863314515219,0.214613312345011,0.2621003562034671
2022-03-22,287670.0,-0.16211323912812334,0.47721532308527326,-0.9849,-0.5574,-0.0772,0.1027,0.9788,0.5103139013452915,0.21571244829144506,0.2739736503632635
2022-03-23,282469.0,-0.1627815434614353,0.47827274754580845,-0.9909,-0.5994,0.0,0.0772,0.9816,0.48212724228145387,0.25143290060148193,0.2664398571170642
2022-03-24,258060.0,-0.13660564248622023,0.5029577310481064,-0.9894,-0.5994,0.0,0.2732,0.987,0.46593815391769355,0.23393784391226846,0.300124002170038
2022-03-25,298401.0,-0.10765690061353551,0.5095178312323368,-0.9904,-0.5719,0.0,0.296,0.9851,0.4626559562467954,0.23222442284040604,0.30511962091279854
2022-03-26,290989.0,-0.0445142668623203,0.4832235932565127,-0.9915,-0.4404,0.0,0.3612,0.984,0.41536621659237977,0.245077992638897,0.3395557907687232
2022-03-27,254965.0,-0.14562222108918524,0.48119558182567984,-0.9915,-0.5994,0.0,0.1531,0.9928,0.4588551369795854,0.2594905183064342,0.2816543447139804
2022-03-28,265634.0,-0.10810592394046377,0.49624325790779283,-0.9915,-0.5719,0.0,0.25,0.9928,0.437745168163714,0.253623406642222,0.308631425194064
2022-03-29,251751.0,-0.095304191840338,0.4839810600869953,-0.9904,-0.5386,0.0,0.25,0.9849,0.4462901835543851,0.23710730046752546,0.31660251597808947
2022-03-30,239541.0,-0.12313059309267074,0.4843575199085314,-0.9929,-0.5423,0.0,0.2023,0.9854,0.489385950630581,0.22224170392542403,0.288372345443995
2022-03-31,234857.0,-0.10942741540595456,0.4835526716053388,-0.9876,-0.5423,0.0,0.2263,0.9829,0.4730112366248398,0.2273000166058495,0.2996887467693107
2022-04-01,254626.0,-0.08063470776744709,0.48572659871597007,-0.9856,-0.5106,0.0,0.3182,0.9823,0.44226434064078296,0.2361149293473565,0.32162073001186053
2022-04-02,265907.0,-0.11124088121033306,0.5058440813501195,-0.9931,-0.5574,0.0,0.296,0.9915,0.46119131876934416,0.22070874403456847,0.31809993719608737
2022-04-03,298604.0,-0.2702849760886985,0.5018608226432438,-0.9918,-0.7269,-0.3182,0.0,0.9779,0.5680098056288596,0.2110387000843927,0.22095149428674768
2022-04-04,280541.0,-0.24140592284194312,0.5106871440211022,-0.9933,-0.7184,-0.2263,0.0,0.9925,0.5487005464441918,0.22446273450226525,0.22683671905354297
2022-04-05,290615.0,-0.22709469332275764,0.48100113069029554,-0.9921,-0.6908,-0.2023,0.0,0.9854,0.5463585843813981,0.22345715121380522,0.23018426440479672
2022-04-06,286856.0,-0.1699816807039159,0.48992603792940365,-0.9921,-0.6249,-0.1027,0.1531,0.9836,0.5138710711994868,0.19232994952171123,0.2937989792788019
2022-04-07,259129.0,-0.11854286860985755,0.49955803992757924,-0.9895,-0.5574,0.0,0.296,0.9814,0.46900578476357335,0.2025516248663793,0.32844259037004736
2022-04-08,262810.0,-0.17504947262278828,0.5035553399683661,-0.9921,-0.6486,-0.0772,0.1531,0.9814,0.5045964765419885,0.21696662988470758,0.2784368935733039
2022-04-09,283225.0,-0.11348794315469053,0.5085842563495082,-0.9961,-0.5859,0.0,0.2732,0.9833,0.4542466237090652,0.22537911554417867,0.3203742607467561
2022-04-10,268419.0,-0.15600793237434402,0.501968157228443,-0.9921,-0.5994,0.0,0.1027,0.9865,0.48438821394908704,0.22710761905826338,0.2885041669926495
2022-04-11,273106.0,-0.21563223986301416,0.47704203519666233,-0.9872,-0.6369,-0.2263,0.0,0.9833,0.5501709958770588,0.20089269367937723,0.24893631044356404
2022-04-12,275244.0,-0.20830789154347823,0.49560890403951324,-0.991,-0.6705,-0.1779,0.0258,0.9833,0.5373341471567046,0.20798636845853133,0.25467948438476407
2022-04-13,278091.0,-0.17249536266917073,0.5061443004983381,-0.9895,-0.6597,0.0,0.2023,0.9833,0.4933349155492267,0.21132291228410843,0.29534217216666486
2022-04-14,246272.0,-0.11774485284563423,0.4812438557447665,-0.9899,-0.5423,0.0,0.2263,0.9833,0.45954473102910603,0.2320929703742204,0.3083622985966736
2022-04-15,243157.0,-0.13100159608813278,0.4708854383092807,-0.9908,-0.5574,0.0,0.1531,0.9833,0.46639002784209377,0.2524007122969933,0.2812092598609129
2022-04-16,228478.0,-0.14489812367052488,0.4737584096575006,-0.9911,-0.5574,0.0,0.0772,0.9833,0.46351946358073864,0.2628305569901697,0.27364997942909164
2022-04-17,223682.0,-0.11603747909978587,0.5014280311517876,-0.9931,-0.5574,0.0,0.25,0.9896,0.44617805634785096,0.24517395230729339,0.30864799134485565
2022-04-18,232508.0,-0.13442769109023336,0.48987503126627524,-0.9931,-0.5574,0.0,0.2023,0.9764,0.4940733222082681,0.21660329967140915,0.2893233781203227
2022-04-19,302692.0,-0.15816064877827066,0.48421955669378197,-0.9873,-0.5859,0.0,0.0258,0.9833,0.492114096176972,0.25022465080015327,0.25766125302287474
2022-04-20,273342.0,-0.11829016799463454,0.49390023991467813,-0.9915,-0.5574,0.0,0.2732,0.989,0.4711314031506318,0.22097592027569857,0.3078926765736696
2022-04-21,261202.0,-0.12638377998634617,0.4794911784741591,-0.9961,-0.5423,0.0,0.1695,0.9744,0.48738141361857873,0.21459253757628197,0.29802604880513933
2022-04-22,240164.0,-0.15043429531486888,0.49771256875154035,-0.9916,-0.5859,-0.0772,0.1027,0.9833,0.5079612264952282,0.21333755267234056,0.27870122083243115
2022-04-23,254307.0,-0.1680781787367653,0.4929542081587384,-0.9896,-0.5994,-0.0772,0.1027,0.9761,0.5112364189739174,0.21470506120555077,0.27405851982053187
2022-04-24,222391.0,-0.16638053383455456,0.49994194462687447,-0.9976,-0.6124,0.0,0.128,0.9831,0.4912249146773026,0.23026561326672393,0.2785094720559735
2022-04-25,215236.0,-0.1464604397033769,0.46047573780768686,-0.9904,-0.5423,0.0,0.0516,0.986,0.4778104034641045,0.2601795238714713,0.26201007266442417
2022-04-26,235054.0,-0.10583937903634481,0.488162658208858,-0.9871,-0.5423,0.0,0.2263,0.9836,0.46855616156287494,0.23392922477388176,0.29751461366324333
2022-04-27,234348.0,-0.14799474798162357,0.4972003334989036,-0.9885,-0.5423,-0.128,0.1531,0.9831,0.5305528530220015,0.18944902452762558,0.279998122450373
